"id","itemid","modification","slotid"
11069,7,"TY-LR8",1
11070,38,"TY-LR8",1
11071,32,"TY-LR8",1
11072,45,"TY-LR8",1
11073,18,"XTEN Razor Comp",1
11074,27,"XTEN Razor Comp",1
11075,24,"XTEN Razor Comp",1
11076,41,"XTEN Razor Comp",1
11077,14,"XTEN Razor Comp",1
11078,44,"XTEN Razor Comp",1
11079,15,"XTEN Razor Comp",1
11080,26,"XTEN Razor Comp",1
11081,18,"XRK Sandstorm",1
11082,27,"XRK Sandstorm",1
20289,57,"EXF Solarflare",4
13897,23,"7.62 Incendiary",11
11084,41,"XRK Sandstorm",1
13798,40,"Demo Narrow Grip",8
11085,14,"XRK Sandstorm",1
11086,44,"XRK Sandstorm",1
11087,15,"XRK Sandstorm",1
11088,26,"XRK Sandstorm",1
11089,4,"Lockshot KT85",1
11091,34,"Lockshot KT85",1
11092,28,"Lockshot KT85",1
20685,63,"FTAC Charlie7",5
20686,63,"HMW-20 Optic",5
20287,57,"Point-G3P 04",4
11093,18,"Lockshot KT85",1
20882,65,"Matuzek Crown",1
20883,65,"FTAC Fifty Comp",1
13928,5,"9mm Armor Piercing",11
11094,27,"Lockshot KT85",1
11095,24,"Lockshot KT85",1
11097,14,"Lockshot KT85",1
11099,15,"Lockshot KT85",1
11100,26,"Lockshot KT85",1
11101,2,"Lockshot KT85",1
11103,21,"Lockshot KT85",1
11104,22,"Lockshot KT85",1
11105,7,"Lockshot KT85",1
11106,38,"Lockshot KT85",1
11108,45,"Lockshot KT85",1
11110,23,"Bore-490",1
11111,34,"Bore-490",1
11112,28,"Bore-490",1
20349,57,"Demo Firm Grip",8
11114,17,"Bore-490",1
11115,21,"Bore-490",1
11116,22,"Bore-490",1
11117,7,"Bore-490",1
11118,38,"Bore-490",1
10427,45,"Canted Vibro-Dot 7",4
10428,31,"Canted Vibro-Dot 7",4
10429,10,"1mW Laser Box",4
10430,8,"1mW Laser Box",4
10431,4,"1mW Laser Box",4
10432,35,"1mW Laser Box",4
10433,16,"1mW Laser Box",4
10434,43,"1mW Laser Box",4
10435,19,"1mW Laser Box",4
10437,34,"1mW Laser Box",4
10438,28,"1mW Laser Box",4
10439,29,"1mW Laser Box",4
10440,41,"1mW Laser Box",4
10441,14,"1mW Laser Box",4
10442,44,"1mW Laser Box",4
10443,26,"1mW Laser Box",4
14624,1,"SA Fifty Trigger",10
10444,2,"1mW Laser Box",4
11119,32,"Bore-490",1
11120,45,"Bore-490",1
11121,29,"AP-390 Flash Hider",1
13922,24,"9mm Hollow Point",11
20290,57,"1mW Artemis Laser",4
20291,57,"7mW Canted Laser",4
20292,57,"SA Schweigen DX",1
20293,57,"SA Schweigen XS",1
20294,57,"FTAC Tridentcore",1
20295,57,"SA MX-50",1
20296,57,"RMGE-7",1
20297,57,"Lockwood Smoothfire 12",1
20298,57,"OVL-70 Comp",1
20687,63,"Luca Bandera Scope",5
13923,41,"9mm Hollow Point",11
13924,5,"9mm Hollow Point",11
20884,65,"Potato Masher",1
20885,65,"SA Peak-77",1
13925,13,"9mm Hollow Point",11
10410,23,"Canted Vibro-Dot 7",4
20012,49,"ZLR Talon 5",1
13929,13,"9mm Armor Piercing",11
11122,40,"AP-390 Flash Hider",1
11123,9,"AP-390 Flash Hider",1
11124,31,"AP-390 Flash Hider",1
11125,25,"AP-390 Flash Hider",1
11126,12,"AP-390 Flash Hider",1
11127,29,"Ported DZ38",1
11128,40,"Ported DZ38",1
11129,9,"Ported DZ38",1
11130,31,"Ported DZ38",1
11132,12,"Ported DZ38",1
11133,29,"Dark KX50 Flash Hider",1
11136,31,"Dark KX50 Flash Hider",1
11138,12,"Dark KX50 Flash Hider",1
11139,29,"Demon Helix T7",1
11140,40,"Demon Helix T7",1
11141,9,"Demon Helix T7",1
11142,31,"Demon Helix T7",1
20057,49,"Thermo-Optic X9",5
20058,49,"Teplo Clear Shot",5
20059,49,"FTAC Charlie7",5
20060,49,"HMW-20 Optic",5
20061,49,"Luca Bandera Scope",5
20350,57,"XTEN Gravedigger",8
20351,57,"FTAC Ripper 56",8
20063,49,"Ares Clear Shot",5
20064,49,"Aim OP-V4",5
20065,49,"SZ Battle Optic",5
20066,49,"SZ Oscar-9",5
20067,49,"DS Farsight 11",5
20068,49,"3x RFL-Optic",5
20069,49,"Edge-47 Grip",8
20070,49,"Demo Firm Grip",8
20071,49,"XTEN Gravedigger",8
20299,57,"Flash Twist-90",1
11144,12,"Demon Helix T7",1
10447,17,"1mW Laser Box",4
10448,21,"1mW Laser Box",4
10449,22,"1mW Laser Box",4
10450,7,"1mW Laser Box",4
10451,38,"1mW Laser Box",4
10452,32,"1mW Laser Box",4
10453,45,"1mW Laser Box",4
10454,31,"1mW Laser Box",4
10455,37,"1mW Laser Box",4
10456,25,"1mW Laser Box",4
10457,12,"1mW Laser Box",4
10458,10,"Stovl DR Laser Box",4
10459,8,"Stovl DR Laser Box",4
10460,4,"Stovl DR Laser Box",4
10461,35,"Stovl DR Laser Box",4
10462,16,"Stovl DR Laser Box",4
14625,1,"SA Hare Trigger",10
20688,63,"Drexsom Prime-90",5
20886,65,"GW Flash Fifty",1
20887,64,"FSS Covert IV",1
20689,63,"Ares Clear Shot",5
20690,63,"DXS Coriolis V4",5
20691,63,"Lachmann Impact 9",5
20692,63,"SP-X 80 6.6x",5
20693,63,"FTAC Locus SP",5
20694,63,"SZ Heatsource 800",5
20695,63,"MCPR-300 9.5x",5
20696,63,"Victus 13x",5
20697,63,"Sightmax Clear Shot",5
11823,4,"SZ Recharge-DX",5
11824,35,"SZ Recharge-DX",5
11825,42,"SZ Recharge-DX",5
14626,5,"XRK Lighting Fire",10
14143,40,"EXF Gulf-16 Barrel",2
14144,40,"21"" EXF Rhino Barrel",2
14627,5,"XRK TR9 Trigger",10
14628,5,"XRK V6 Match",10
10463,43,"Stovl DR Laser Box",4
14508,22,"FSS Gen. 7 Grip",16
11145,29,"Nilsound 90",1
11146,40,"Nilsound 90",1
11147,9,"Nilsound 90",1
11148,31,"Nilsound 90",1
11149,25,"Nilsound 90",1
11150,12,"Nilsound 90",1
11151,29,"FTAC Dreadnought",1
11152,40,"FTAC Dreadnought",1
20072,49,"FTAC Ripper 56",8
20073,49,"Demo Cleanshot 40",8
20075,49,"FTAC Tiger Grip",8
20076,49,"FSS Sharkfin 90",8
20078,49,"Bruen Sync Shot Grip",8
14584,33,"Padded Shotgun Comb",17
14585,33,"FSS Ammo Sleeve",17
20080,49,"Phase-3 Grip",8
20081,49,"Merc Foregrip",8
20082,49,"Lockgrip Precision-40",8
20352,57,"Demo Cleanshot 40",8
20084,49,"Schlager Tango",8
20085,49,"VX Pineapple",8
11153,9,"FTAC Dreadnought",1
11154,31,"FTAC Dreadnought",1
11155,25,"FTAC Dreadnought",1
11156,12,"FTAC Dreadnought",1
11159,9,"FTAC Reaper",1
11160,31,"FTAC Reaper",1
11161,25,"FTAC Reaper",1
11162,12,"FTAC Reaper",1
20300,57,"XTEN Quadflash",1
20301,57,"Vulture Claw Breacher",1
20302,57,"MACK8 Frost Bite",1
20303,57,"XTEN Full Choke",1
20304,57,"XTEN Modified Choke",1
20305,57,"Bryson Improved Choke",1
20306,57,"Bryson Choke",1
20307,57,"Long Haul 50",1
20001,49,"Hipshot L20",4
20888,64,"Lacerta Compensator",1
20889,64,"FT Siege Control",1
20890,64,"Slimline Pro",5
10688,18,"EXF Solarflare",4
10689,27,"EXF Solarflare",4
10690,24,"EXF Solarflare",4
10691,15,"EXF Solarflare",4
10692,39,"EXF Solarflare",4
10693,33,"EXF Solarflare",4
10694,30,"EXF Solarflare",4
10695,11,"EXF Solarflare",4
11163,29,"Bruen Agent 90",1
11164,40,"Bruen Agent 90",1
11165,9,"Bruen Agent 90",1
11166,31,"Bruen Agent 90",1
11167,25,"Bruen Agent 90",1
11168,12,"Bruen Agent 90",1
11169,29,"Talon Sixteen",1
11170,40,"Talon Sixteen",1
11171,9,"Talon Sixteen",1
13931,15,"5.7x28mm Frangible",11
13932,14,"5.7x28mm Hollow Point",11
13933,15,"5.7x28mm Hollow Point",11
13934,14,"5.7x28mm Armor Piercing",11
13935,15,"5.7x28mm Armor Piercing",11
10633,42,"Schlager ULO-66 Laser",4
10634,18,"Schlager ULO-66 Laser",4
10635,27,"Schlager ULO-66 Laser",4
10636,24,"Schlager ULO-66 Laser",4
10637,39,"Schlager ULO-66 Laser",4
10638,33,"Schlager ULO-66 Laser",4
11175,29,"EXF Relentless-40",1
11181,29,"BVM-338",1
11205,29,"TA CG76",1
11206,40,"TA CG76",1
11207,9,"TA CG76",1
11208,31,"TA CG76",1
11210,12,"TA CG76",1
11211,10,"Sakin Tread-40",1
11212,8,"Sakin Tread-40",1
11213,4,"Sakin Tread-40",1
11214,35,"Sakin Tread-40",1
11215,42,"Sakin Tread-40",1
11216,16,"Sakin Tread-40",1
11217,43,"Sakin Tread-40",1
11218,19,"Sakin Tread-40",1
11219,23,"Sakin Tread-40",1
11220,34,"Sakin Tread-40",1
20353,57,"Demo IMP-44 Grip",8
20354,57,"FTAC Tiger Grip",8
20701,63,"SZ Oscar-9",5
20702,63,"DS Farsight 11",5
20703,63,"3x RFL-Optic",5
20704,63,"SZ Ultra 11.5x",5
20891,65,"Slimline Pro",5
20705,63,"Luca Field-6",5
20706,63,"Corio SZ-HS 800",5
20707,63,".408 Armor Piercing",11
20708,63,".408 Incendiary",11
20709,63,".408 Frangible",11
20710,63,".408 Hollowpoint",11
20711,63,".408 High Velocity",11
20712,63,".408 Overpressured +P",11
20713,63,".408 Explosive",11
20714,63,"Fahrenheit 29""",2
20715,63,"LR-Retort 19""",2
20716,63,"Tac-Command 19""",2
20355,57,"FSS Sharkfin 90",8
20356,57,"Agent Grip",8
20357,57,"Bruen Sync Shot Grip",8
20358,57,"XTEN Drop Grip",8
20359,57,"Phase-3 Grip",8
20360,57,"Merc Foregrip",8
11821,10,"SZ Recharge-DX",5
11221,28,"Sakin Tread-40",1
13941,44,"9mm Overpressured +P",11
13942,26,".45 Auto Frangible",11
13943,6,".45 Auto Frangible",11
13944,26,".45 Auto Hollowpoint",11
13945,6,".45 Auto Hollowpoint",11
13946,26,".45 Auto Armor Piercing",11
13947,6,".45 Auto Armor Piercing",11
13948,26,".45 Auto Overpressured +P",11
13949,6,".45 Auto Overpressured +P",11
13950,39,"12 Gauge Explosive",11
13951,33,"12 Gauge Explosive",11
13952,30,"12 Gauge Explosive",11
13953,11,"12 Gauge Explosive",11
13954,39,"12 Gauge Slug",11
13955,33,"12 Gauge Slug",11
20717,63,"Ceros 22""",2
20718,63,"Ceros 29""",2
20719,63,"7 Round Mag",13
20720,63,"FJX Lux-7",6
20721,63,"RIB400",6
20722,63,"FJX Kilo-Tac",6
20723,63,"CP60 Grip",16
20724,63,"Skull-40",16
20725,63,"FJX Blast",14
20726,63,"FJX H-Bolt",14
20729,62,"SZ 1mW PEQ",4
20730,62,"Schlager PEQ Box IV",4
20731,62,"Corio LAZ-44 V3",4
20732,62,"FSS OLE-V Laser",4
13956,30,"12 Gauge Slug",11
13766,22,"XTEN Stable Shot",8
13767,7,"XTEN Stable Shot",8
13768,9,"XTEN Stable Shot",8
20733,62,"Canted Vibro-Dot 7",4
13769,38,"XTEN Stable Shot",8
13770,32,"XTEN Stable Shot",8
13771,45,"XTEN Stable Shot",8
20892,64,"SZ Mini",5
20893,65,"SZ Mini",5
20894,64,"Cronen Mini Red Dot",5
20895,65,"Cronen Mini Red Dot",5
20896,64,"Cronen Mini Pro",5
20897,65,"Cronen Mini Pro",5
20898,64,"SZ Sigma-IV Optic",5
20899,65,"SZ Sigma-IV Optic",5
20900,64,"SZ Minitac-40",5
20901,65,"SZ Minitac-40",5
13772,31,"XTEN Stable Shot",8
14272,29,"Ravage-8",6
14273,14,"Ravage-8",6
14274,36,"Ravage-8",6
14275,10,"Demo Fade Pro Stock",6
14276,16,"Demo Fade Pro Stock",6
14277,29,"Demo Fade Pro Stock",6
14278,14,"Demo Fade Pro Stock",6
14279,36,"Demo Fade Pro Stock",6
14280,10,"Tempus P80 Strike Stock",6
14281,10,"Demo Precision Elite Factory",6
14282,29,"Demo Precision Elite Factory",6
14283,36,"Demo Precision Elite Factory",6
14284,10,"Corio Precio Factory",6
14285,16,"Corio Precio Factory",6
14286,36,"Corio Precio Factory",6
20056,49,"Angel-40 4.8x",5
13773,37,"XTEN Stable Shot",8
12218,35,"Schlager 3.4x",5
12219,42,"Schlager 3.4x",5
12220,16,"Schlager 3.4x",5
12221,43,"Schlager 3.4x",5
12222,19,"Schlager 3.4x",5
12223,23,"Schlager 3.4x",5
12224,34,"Schlager 3.4x",5
12225,28,"Schlager 3.4x",5
12226,29,"Schlager 3.4x",5
12227,18,"Schlager 3.4x",5
12228,27,"Schlager 3.4x",5
12230,41,"Schlager 3.4x",5
12248,32,"Schlager 3.4x",5
12249,45,"Schlager 3.4x",5
12250,31,"Schlager 3.4x",5
12251,37,"Schlager 3.4x",5
11336,30,"Lockwood Smoothfire 12",1
11337,11,"Lockwood Smoothfire 12",1
11338,33,"OVL-70 Comp",1
11339,30,"OVL-70 Comp",1
14526,32,"Cronen Grip Wrap",16
14527,12,"Cronen Grip Wrap",16
14288,16,"Assault-60 Stock Factory",6
20902,64,"XRK On-Point Optic",5
14291,14,"Demo Quicksilver Stock",6
14292,14,"Demo Quicksilver Collapsed",6
14293,8,"Tactique Brute Stock",6
14294,28,"Tactique Brute Stock",6
20361,57,"Lockgrip Precision-40",8
20362,57,"Hex-40 Grip",8
20363,57,"Schlager Tango",8
20364,57,"VX Pineapple",8
20365,57,"OP-X9 Foregrip",8
20367,57,"TV Wrecker Grip",8
20368,57,"Bruen Tilt Grip",8
20369,57,"Cronen Grooveshot Grip",8
20370,57,"Bruen Warrior Grip",8
17905,35,"Aim OP-V4",5
20371,57,"Bipod V9 Grip",8
20372,57,"Level Aim Bipod",8
20181,56,"SZ Sigma-IV Optic",5
17933,21,"Aim OP-V4",5
20373,57,"Cornerstone Bipod",8
20374,57,"XTEN Stable Shot",8
20375,57,"Corvus Masterkey",8
20376,57,"KL40-M2",8
20377,57,"Commando Foregrip",8
14295,45,"Tactique Brute Stock",6
14296,8,"TV XLine Pro",6
14297,28,"TV XLine Pro",6
14298,45,"TV XLine Pro",6
14299,8,"TV LPX-434",6
14300,28,"TV LPX-434",6
14301,8,"TV Cardinal Stock",6
14302,28,"TV Cardinal Stock",6
14303,45,"TV Ballast Stock",6
14305,4,"Ivanov Wood Stock",6
14530,31,"Cronen Zero Grip",16
14531,31,"Cronen RFX-300",16
11131,25,"Ported DZ38",1
11347,33,"Vulture Claw Breacher",1
11348,30,"Vulture Claw Breacher",1
14634,46,"Accu-Shot 5mW Laser",4
12449,35,"VX350 Thermal Optic",5
13818,20,"5.56 Armor Piercing",11
13819,36,"5.56 Armor Piercing",11
13820,10,"5.56 Overpressured +P",11
13821,8,"5.56 Overpressured +P",11
13822,35,"5.56 Overpressured +P",11
13823,42,"5.56 Overpressured +P",11
13824,16,"5.56 Overpressured +P",11
20378,57,"EXF Backdraft Grip",8
20379,57,"XTEN Nexus Grip",8
20380,57,"12 Gauge Explosive",11
20381,57,"12 Gauge Slug",11
20382,57,"12 Gauge Dragon's Breath",11
20383,57,"LTC-B",2
20384,57,"Warrior Wolf",2
20385,57,"Range Twelve",2
20386,57,"Deadsight 90",2
20387,57,"Velocious 40",2
20903,65,"XRK On-Point Optic",5
20904,65,"DF105 Reflex Sight",5
20905,65,"Monocle CT90",5
20906,64,"Corvus SOL-76",5
20907,65,"Corvus SOL-76",5
20908,64,"SZ Recharge-DX",5
20909,65,"SZ Recharge-DX",5
20910,65,"SZ SRO-7",5
20911,65,"Corio RE-X Pro",5
20912,65,"Corio Enforcer Optic",5
20913,65,"SZ Lonewolf Optic",5
20914,65,"Kazan-Holo",5
20915,65,"Corvus Downrange-00",5
20916,65,"SZ Holotherm",5
20917,65,"XTEN Angel-40",5
20918,64,"Aim OP-V4",5
20919,65,"Aim OP-V4",5
20920,65,"SZ Battle Optic",5
15769,10,"Zulu-60",1
15770,8,"Zulu-60",1
15772,35,"Zulu-60",1
15773,42,"Zulu-60",1
15774,16,"Zulu-60",1
15775,43,"Zulu-60",1
15776,19,"Zulu-60",1
15782,20,"Zulu-60",1
15783,36,"Zulu-60",1
16192,16,"Cronen MAW-86",1
16193,43,"Cronen MAW-86",1
16194,19,"Cronen MAW-86",1
20734,62,"1mW Laser Box",4
20735,62,"Stovl DR Laser Box",4
16196,20,"Cronen MAW-86",1
16197,36,"Cronen MAW-86",1
20182,56,"SZ Minitac-40",5
16198,10,"FJX Fulcrum Pro",1
16199,8,"FJX Fulcrum Pro",1
16200,35,"FJX Fulcrum Pro",1
16201,42,"FJX Fulcrum Pro",1
16202,16,"FJX Fulcrum Pro",1
16203,43,"FJX Fulcrum Pro",1
20921,65,"OP-X9 Foregrip",8
20922,65,"Operator Foregrip",8
20923,65,"TV Wrecker Grip",8
20924,65,"Bruen Tilt Grip",8
20925,65,"Cronen Grooveshot Grip",8
20926,65,"Bruen Warrior Grip",8
20927,65,"EXF Backdraft Grip",8
20928,64,"Wedge Grip",8
20929,64,"Rebel-HX",8
20930,64,"S40-H Grip",8
20931,64,"9mm Frangible",11
20932,64,"9mm Hollow Point",11
20933,64,"9mm Armor Piercing",11
20934,64,"9mm Overpressured +P",11
20935,65,".50 Pistol Frangible",11
16204,19,"FJX Fulcrum Pro",1
16206,20,"FJX Fulcrum Pro",1
16207,36,"FJX Fulcrum Pro",1
16208,10,"JCZ-390 Muzzle Device",1
16209,8,"JCZ-390 Muzzle Device",1
16210,35,"JCZ-390 Muzzle Device",1
16227,18,"Lacerta Compensator",1
16228,27,"Lacerta Compensator",1
16229,24,"Lacerta Compensator",1
16230,41,"Lacerta Compensator",1
16231,14,"Lacerta Compensator",1
16232,44,"Lacerta Compensator",1
16234,15,"Lacerta Compensator",1
16235,26,"Lacerta Compensator",1
16237,37,"Bruen L40 Kobra",1
16239,37,"Talon Sixteen Silencer",1
16243,37,"Vigilante Comp",1
16245,37,"SA Shroud Flash Hider",1
17903,8,"Aim OP-V4",5
17904,4,"Aim OP-V4",5
10464,19,"Stovl DR Laser Box",4
10465,23,"Stovl DR Laser Box",4
10466,34,"Stovl DR Laser Box",4
10467,28,"Stovl DR Laser Box",4
10468,29,"Stovl DR Laser Box",4
13959,33,"12 Gauge Dragon's Breath",11
10469,41,"Stovl DR Laser Box",4
10470,14,"Stovl DR Laser Box",4
20936,65,".50 Pistol Hollowpoint",11
10471,44,"Stovl DR Laser Box",4
10472,26,"Stovl DR Laser Box",4
10550,43,"Luminate-44",4
10551,19,"Luminate-44",4
10553,34,"Luminate-44",4
10554,28,"Luminate-44",4
10555,29,"Luminate-44",4
10556,41,"Luminate-44",4
10558,44,"Luminate-44",4
10559,26,"Luminate-44",4
10560,2,"Luminate-44",4
10561,36,"Luminate-44",4
10562,40,"Luminate-44",4
10563,17,"Luminate-44",4
10564,21,"Luminate-44",4
17906,42,"Aim OP-V4",5
17907,16,"Aim OP-V4",5
17908,43,"Aim OP-V4",5
17909,19,"Aim OP-V4",5
20736,62,"Corvus PEQ Beam-5",4
17911,23,"Aim OP-V4",5
17913,28,"Aim OP-V4",5
17914,29,"Aim OP-V4",5
17915,18,"Aim OP-V4",5
20183,56,"XRK On-Point Optic",5
20184,56,"DF105 Reflex Sight",5
20185,56,"Monocle CT90",5
20186,56,"Corvus SOL-76",5
20187,56,"SZ Recharge-DX",5
20188,56,"SZ SRO-7",5
20189,56,"Corio RE-X Pro",5
20190,56,"Corio Enforcer Optic",5
20191,56,"SZ Lonewolf Optic",5
20192,56,"Kazan-Holo",5
20193,56,"Corvus Downrange-00",5
20194,56,"SZ Holotherm",5
20195,56,"XTEN Angel-40",5
20196,56,"VLK 4.0 Optic",5
20197,56,"Schlager 3.4x",5
20198,56,"Forge Tac Delta 4",5
20199,56,"Cronen Zero-P Optic",5
20200,56,"SZ Bullseye Optic",5
20201,56,"SZ Aggressor-IR Optic",5
20202,56,"Schlager Night View",5
20203,56,"VX350 Thermal Optic",5
20204,56,"Teplo-OP3 Scope",5
20205,56,"DR582 Hybrid Sight",5
20206,56,"Hybrid Firepoint",5
20207,56,"SZ Vortex-90",5
17916,27,"Aim OP-V4",5
20088,49,"TV Wrecker Grip",8
20089,49,"Bruen Tilt Grip",8
20090,49,"Cronen Grooveshot Grip",8
20091,49,"Bruen Warrior Grip",8
20092,49,"Bipod V9 Grip",8
20093,49,"Commando Foregrip",8
20094,49,"EXF Backdraft Grip",8
20095,49,"XTEN Nexus Grip",8
14306,43,"Ivanov Wood Stock",6
20937,65,".50 Pistol Armor Piercing",11
20096,49,".300 Blk Frangible",11
20097,49,".300 Blk Hollowpoint",11
20098,49,".300 Blk Armor Piercing",11
20099,49,".300 Blk Overpressured +P",11
20101,49,"6.5"" EXF OP-40",2
20102,49,"6.5"" EXF Vorpal",2
20103,49,"45 Round Mag",13
20104,49,"20 Round Mag",13
20105,49,"Ravage-8",6
20107,49,"Bruen GR-500",16
20108,49,"D37 Grip",16
13421,21,"Hex-40 Grip",8
17923,26,"Aim OP-V4",5
17924,39,"Aim OP-V4",5
17926,30,"Aim OP-V4",5
17927,11,"Aim OP-V4",5
17928,2,"Aim OP-V4",5
17929,20,"Aim OP-V4",5
20737,62,"FTAC Grimline Laser",4
20738,62,"Luminate-44",4
20739,62,"DXS Flash 90",4
20740,62,"Eight-Point Flash Hider",1
20741,62,"TZL-90 V3",1
20742,62,"Cronen Dark KX30",1
20743,62,"Husher-65 Silencer",1
20744,62,"Polarfire-S",1
20745,62,"ZLR Talon 5",1
20746,62,"Echoline GS-X",1
20747,62,"Zulu-60",1
20748,62,"Kastovia DX90",1
20749,62,"Tempus GH50",1
20750,62,"TY-LR8",1
20751,62,"Lockshot KT85",1
20752,62,"Bore-490",1
20753,62,"Sakin Tread-40",1
20754,62,"GL Clear Breach",1
20755,62,"TA HUL-Breach KL",1
20756,62,"FR Titan Silencer",1
20757,62,"SA Leveler 55",1
20758,62,"Cronen SP-DR",1
20759,62,"Slimline Pro",5
20760,62,"SZ Mini",5
20761,62,"Cronen Mini Red Dot",5
17930,36,"Aim OP-V4",5
17931,40,"Aim OP-V4",5
17932,17,"Aim OP-V4",5
13961,11,"12 Gauge Dragon's Breath",11
20029,49,"SZ Sigma-IV Optic",5
20030,49,"SZ Minitac-40",5
13962,40,".338 Mag Frangible",11
13965,40,".338 Mag Overpressured +P",11
13966,40,".338 Mag High Velocity",11
13967,40,".338 Mag Incendiary",11
13968,9,".45 GVT Frangible",11
13969,9,".45 GVT Hollowpoint",11
13970,9,".45 GVT Armor Piercing",11
13971,9,".45 GVT Overpressured +P",11
20938,65,".50 Pistol Overpressured +P",11
20939,65,"SA Brake Barrel",2
13974,32,".308 Frangible",11
13975,32,".308 Hollowpoint",11
20394,57,"Markeev R7 Stock",6
13976,32,".308 Armor Piercing",11
13977,32,".308 Overpressured +P",11
13978,32,".308 High Velocity",11
13979,32,".308 Incendiary",11
13980,45,"6.5mm Hollowpoint",11
13981,45,"6.5mm Armor Piercing",11
13982,45,"6.5mm Frangible",11
13983,45,"6.5mm Overpressured +P",11
17934,22,"Aim OP-V4",5
17935,7,"Aim OP-V4",5
17936,9,"Aim OP-V4",5
17937,38,"Aim OP-V4",5
17939,45,"Aim OP-V4",5
17940,37,"Aim OP-V4",5
17941,1,"Aim OP-V4",5
17942,3,"Aim OP-V4",5
17943,13,"Aim OP-V4",5
17944,10,"SZ Battle Optic",5
13402,43,"Hex-40 Grip",8
17945,8,"SZ Battle Optic",5
17946,4,"SZ Battle Optic",5
20208,56,"BPZ40 Hybrid",5
17947,35,"SZ Battle Optic",5
17948,42,"SZ Battle Optic",5
17949,16,"SZ Battle Optic",5
17950,43,"SZ Battle Optic",5
17951,19,"SZ Battle Optic",5
20395,57,"Spetsnaz S10 Stock",6
17989,35,"SZ Oscar-9",5
17990,42,"SZ Oscar-9",5
17991,16,"SZ Oscar-9",5
17992,43,"SZ Oscar-9",5
17993,19,"SZ Oscar-9",5
17995,23,"SZ Oscar-9",5
17996,34,"SZ Oscar-9",5
17997,28,"SZ Oscar-9",5
17998,29,"SZ Oscar-9",5
17999,18,"SZ Oscar-9",5
18000,27,"SZ Oscar-9",5
18001,24,"SZ Oscar-9",5
18006,26,"SZ Oscar-9",5
18007,39,"SZ Oscar-9",5
18008,33,"SZ Oscar-9",5
18009,30,"SZ Oscar-9",5
18010,11,"SZ Oscar-9",5
18011,2,"SZ Oscar-9",5
18012,20,"SZ Oscar-9",5
18014,40,"SZ Oscar-9",5
18015,17,"SZ Oscar-9",5
14307,19,"Ivanov Wood Stock",6
20028,49,"Cronen Mini Pro",5
20209,56,"Angel-40 4.8x",5
14308,17,"Ivanov Wood Stock",6
20762,62,"Cronen Mini Pro",5
14309,4,"KSTV-RPK Factory",6
14310,43,"KSTV-RPK Factory",6
20795,62,"HMW-20 Optic",5
14311,19,"KSTV-RPK Factory",6
12372,8,"SZ Aggressor-IR Optic",5
12373,4,"SZ Aggressor-IR Optic",5
12374,35,"SZ Aggressor-IR Optic",5
12375,42,"SZ Aggressor-IR Optic",5
12376,16,"SZ Aggressor-IR Optic",5
12377,43,"SZ Aggressor-IR Optic",5
12378,19,"SZ Aggressor-IR Optic",5
12379,23,"SZ Aggressor-IR Optic",5
12380,34,"SZ Aggressor-IR Optic",5
12381,28,"SZ Aggressor-IR Optic",5
12382,29,"SZ Aggressor-IR Optic",5
12383,18,"SZ Aggressor-IR Optic",5
12384,27,"SZ Aggressor-IR Optic",5
12385,24,"SZ Aggressor-IR Optic",5
12386,41,"SZ Aggressor-IR Optic",5
20150,56,"Stovl DR Laser Box",4
20151,56,"Corvus PEQ Beam-5",4
20152,56,"FTAC Grimline Laser",4
20153,56,"Luminate-44",4
20154,56,"DXS Flash 90",4
20155,56,"Corvus Slash Gen. 2",1
20763,62,"SZ Sigma-IV Optic",5
20210,56,"Thermo-Optic X9",5
20156,56,"Dark KX30",1
20157,56,"VLK Koloss Flash Hider",1
20158,56,"Broadhead-3DP",1
20159,56,"Silentfire XG6",1
18027,12,"SZ Oscar-9",5
18028,10,"DS Farsight 11",5
18029,8,"DS Farsight 11",5
18030,4,"DS Farsight 11",5
18031,35,"DS Farsight 11",5
13837,17,"7.62 Frangible",11
13838,4,"7.62 Hollowpoint",11
13839,17,"7.62 Hollowpoint",11
13840,4,"7.62 Armor Piercing",11
13841,17,"7.62 Armor Piercing",11
13842,4,"7.62 Overpressured +P",11
19068,10,"XTEN Nexus Grip",8
18002,41,"SZ Oscar-9",5
18003,44,"SZ Oscar-9",5
18005,15,"SZ Oscar-9",5
18041,21,"DS Farsight 11",5
18042,22,"DS Farsight 11",5
12394,2,"SZ Aggressor-IR Optic",5
18043,7,"DS Farsight 11",5
18044,9,"DS Farsight 11",5
10566,7,"Luminate-44",4
18045,38,"DS Farsight 11",5
18046,32,"DS Farsight 11",5
18047,45,"DS Farsight 11",5
18048,31,"DS Farsight 11",5
18050,37,"DS Farsight 11",5
18051,25,"DS Farsight 11",5
18052,12,"DS Farsight 11",5
18054,8,"3x RFL-Optic",5
20796,62,"Luca Bandera Scope",5
20797,62,"Drexsom Prime-90",5
20798,62,"Ares Clear Shot",5
20799,62,"Aim OP-V4",5
20800,62,"SZ Battle Optic",5
20801,62,"SZ Oscar-9",5
20802,62,"DS Farsight 11",5
20803,62,"3x RFL-Optic",5
20804,62,"Vigilant-30 C-Iron",5
20805,62,"Edge-47 Grip",8
20806,62,"Demo Firm Grip",8
20807,62,"XTEN Gravedigger",8
20808,62,"FTAC Ripper 56",8
20809,62,"Demo Cleanshot 40",8
20811,62,"FTAC Tiger Grip",8
